mesh_code_3rd	osm_road_length	diff_length	diff_percentage	wkt
54390656	5461.41643689427	-3115	-132.79	MULTIPOLYGON(((139.825000000009 36.0416666690681,139.825000000009 36.0500000024017,139.837500000009 36.0500000024017,139.837500000009 36.0416666690681,139.825000000009 36.0416666690681)))
54390657	6696.60708360238	-3277	-95.86	MULTIPOLYGON(((139.837500000009 36.0416666690681,139.837500000009 36.0500000024017,139.85000000001 36.0500000024017,139.85000000001 36.0416666690681,139.837500000009 36.0416666690681)))
54390658	6087.58135833204	-2905	-91.31	MULTIPOLYGON(((139.85000000001 36.0416666690681,139.85000000001 36.0500000024017,139.86250000001 36.0500000024017,139.86250000001 36.0416666690681,139.85000000001 36.0416666690681)))
54390659	6251.53807741998	-2980	-91.12	MULTIPOLYGON(((139.86250000001 36.0416666690681,139.86250000001 36.0500000024017,139.87500000001 36.0500000024017,139.87500000001 36.0416666690681,139.86250000001 36.0416666690681)))
54390660	14055.716737694	-8724	-163.66	MULTIPOLYGON(((139.750000000009 36.0500000024017,139.750000000009 36.0583333357354,139.762500000009 36.0583333357354,139.762500000009 36.0500000024017,139.750000000009 36.0500000024017)))
54390661	14585.3732536714	-6763	-86.46	MULTIPOLYGON(((139.762500000009 36.0500000024017,139.762500000009 36.0583333357354,139.775000000009 36.0583333357354,139.775000000009 36.0500000024017,139.762500000009 36.0500000024017)))
54390662	17251.8546391659	-11333	-191.51	MULTIPOLYGON(((139.775000000009 36.0500000024017,139.775000000009 36.0583333357354,139.787500000009 36.0583333357354,139.787500000009 36.0500000024017,139.775000000009 36.0500000024017)))
54390663	7993.15136478077	-3744	-88.11	MULTIPOLYGON(((139.787500000009 36.0500000024017,139.787500000009 36.0583333357354,139.800000000009 36.0583333357354,139.800000000009 36.0500000024017,139.787500000009 36.0500000024017)))
54390664	10150.3937146963	-6905	-212.80	MULTIPOLYGON(((139.800000000009 36.0500000024017,139.800000000009 36.0583333357354,139.812500000009 36.0583333357354,139.812500000009 36.0500000024017,139.800000000009 36.0500000024017)))
54390665	6932.35775224084	-2683	-63.15	MULTIPOLYGON(((139.812500000009 36.0500000024017,139.812500000009 36.0583333357354,139.825000000009 36.0583333357354,139.825000000009 36.0500000024017,139.812500000009 36.0500000024017)))
54390666	6235.72352970143	-3772	-153.17	MULTIPOLYGON(((139.825000000009 36.0500000024017,139.825000000009 36.0583333357354,139.837500000009 36.0583333357354,139.837500000009 36.0500000024017,139.825000000009 36.0500000024017)))
54390667	9867.12916685647	-6462	-189.78	MULTIPOLYGON(((139.837500000009 36.0500000024017,139.837500000009 36.0583333357354,139.85000000001 36.0583333357354,139.85000000001 36.0500000024017,139.837500000009 36.0500000024017)))
54390668	10537.7529203628	-4551	-76.03	MULTIPOLYGON(((139.85000000001 36.0500000024017,139.85000000001 36.0583333357354,139.86250000001 36.0583333357354,139.86250000001 36.0500000024017,139.85000000001 36.0500000024017)))
54390669	5607.59465842231	-3343	-147.68	MULTIPOLYGON(((139.86250000001 36.0500000024017,139.86250000001 36.0583333357354,139.87500000001 36.0583333357354,139.87500000001 36.0500000024017,139.86250000001 36.0500000024017)))
54390670	11698.153334689	-7768	-197.66	MULTIPOLYGON(((139.750000000009 36.0583333357353,139.750000000009 36.066666669069,139.762500000009 36.066666669069,139.762500000009 36.0583333357353,139.750000000009 36.0583333357353)))
54390671	14310.7286177042	-7162	-100.20	MULTIPOLYGON(((139.762500000009 36.0583333357353,139.762500000009 36.066666669069,139.775000000009 36.066666669069,139.775000000009 36.0583333357353,139.762500000009 36.0583333357353)))
54390672	8599.01656553881	-2931	-51.71	MULTIPOLYGON(((139.775000000009 36.0583333357353,139.775000000009 36.066666669069,139.787500000009 36.066666669069,139.787500000009 36.0583333357353,139.775000000009 36.0583333357353)))
54390673	5197.58272933107	-2005	-62.83	MULTIPOLYGON(((139.787500000009 36.0583333357353,139.787500000009 36.066666669069,139.800000000009 36.066666669069,139.800000000009 36.0583333357353,139.787500000009 36.0583333357353)))
54390674	9398.9962569672	-6360	-209.38	MULTIPOLYGON(((139.800000000009 36.0583333357353,139.800000000009 36.066666669069,139.812500000009 36.066666669069,139.812500000009 36.0583333357353,139.800000000009 36.0583333357353)))
54390675	6230.00136017159	-4298	-222.46	MULTIPOLYGON(((139.812500000009 36.0583333357353,139.812500000009 36.066666669069,139.825000000009 36.066666669069,139.825000000009 36.0583333357353,139.812500000009 36.0583333357353)))
54390676	5361.95428829996	-2406	-81.45	MULTIPOLYGON(((139.825000000009 36.0583333357353,139.825000000009 36.066666669069,139.837500000009 36.066666669069,139.837500000009 36.0583333357353,139.825000000009 36.0583333357353)))
54390677	10497.3203830512	-5800	-123.48	MULTIPOLYGON(((139.837500000009 36.0583333357353,139.837500000009 36.066666669069,139.85000000001 36.066666669069,139.85000000001 36.0583333357353,139.837500000009 36.0583333357353)))
54390678	8410.49402412657	-4808	-133.49	MULTIPOLYGON(((139.85000000001 36.0583333357353,139.85000000001 36.066666669069,139.86250000001 36.066666669069,139.86250000001 36.0583333357353,139.85000000001 36.0583333357353)))
54390679	5410.4548477533	-2326	-75.43	MULTIPOLYGON(((139.86250000001 36.0583333357353,139.86250000001 36.066666669069,139.87500000001 36.066666669069,139.87500000001 36.0583333357353,139.86250000001 36.0583333357353)))
54390680	11640.990484033	-8118	-230.52	MULTIPOLYGON(((139.750000000009 36.066666669069,139.750000000009 36.0750000024026,139.762500000009 36.0750000024026,139.762500000009 36.066666669069,139.750000000009 36.066666669069)))
54390681	14754.4806069167	-6778	-84.98	MULTIPOLYGON(((139.762500000009 36.066666669069,139.762500000009 36.0750000024026,139.775000000009 36.0750000024026,139.775000000009 36.066666669069,139.762500000009 36.066666669069)))
54390682	6832.97458086636	-2766	-68.05	MULTIPOLYGON(((139.775000000009 36.066666669069,139.775000000009 36.0750000024026,139.787500000009 36.0750000024026,139.787500000009 36.066666669069,139.775000000009 36.066666669069)))
54390683	10605.7587363254	-4021	-61.08	MULTIPOLYGON(((139.787500000009 36.066666669069,139.787500000009 36.0750000024026,139.800000000009 36.0750000024026,139.800000000009 36.066666669069,139.787500000009 36.066666669069)))
54390684	5030.47497397837	-2052	-68.92	MULTIPOLYGON(((139.800000000009 36.066666669069,139.800000000009 36.0750000024026,139.812500000009 36.0750000024026,139.812500000009 36.066666669069,139.800000000009 36.066666669069)))
54390685	9174.00739162401	-6290	-218.10	MULTIPOLYGON(((139.812500000009 36.066666669069,139.812500000009 36.0750000024026,139.825000000009 36.0750000024026,139.825000000009 36.066666669069,139.812500000009 36.066666669069)))
54390686	10071.2126865314	-2878	-40.01	MULTIPOLYGON(((139.825000000009 36.066666669069,139.825000000009 36.0750000024026,139.837500000009 36.0750000024026,139.837500000009 36.066666669069,139.825000000009 36.066666669069)))
54390687	7512.30660724292	-4410	-142.17	MULTIPOLYGON(((139.837500000009 36.066666669069,139.837500000009 36.0750000024026,139.85000000001 36.0750000024026,139.85000000001 36.066666669069,139.837500000009 36.066666669069)))
54390688	6467.98083074772	-2479	-62.18	MULTIPOLYGON(((139.85000000001 36.066666669069,139.85000000001 36.0750000024026,139.86250000001 36.0750000024026,139.86250000001 36.066666669069,139.85000000001 36.066666669069)))
54390689	9665.68867790969	-2830	-41.41	MULTIPOLYGON(((139.86250000001 36.066666669069,139.86250000001 36.0750000024026,139.87500000001 36.0750000024026,139.87500000001 36.066666669069,139.86250000001 36.066666669069)))
54390690	9585.10414917026	-5779	-151.84	MULTIPOLYGON(((139.750000000009 36.0750000024026,139.750000000009 36.0833333357362,139.762500000009 36.0833333357362,139.762500000009 36.0750000024026,139.750000000009 36.0750000024026)))
54390691	13139.5337661145	-5649	-75.42	MULTIPOLYGON(((139.762500000009 36.0750000024026,139.762500000009 36.0833333357362,139.775000000009 36.0833333357362,139.775000000009 36.0750000024026,139.762500000009 36.0750000024026)))
54390692	9574.96764584818	-3204	-50.31	MULTIPOLYGON(((139.775000000009 36.0750000024026,139.775000000009 36.0833333357362,139.787500000009 36.0833333357362,139.787500000009 36.0750000024026,139.775000000009 36.0750000024026)))
54390693	10530.3895767404	-7638	-264.12	MULTIPOLYGON(((139.787500000009 36.0750000024026,139.787500000009 36.0833333357362,139.800000000009 36.0833333357362,139.800000000009 36.0750000024026,139.787500000009 36.0750000024026)))
54390694	6966.68724092003	-3946	-130.68	MULTIPOLYGON(((139.800000000009 36.0750000024026,139.800000000009 36.0833333357362,139.812500000009 36.0833333357362,139.812500000009 36.0750000024026,139.800000000009 36.0750000024026)))
54390695	8280.00990271296	-4507	-119.45	MULTIPOLYGON(((139.812500000009 36.0750000024026,139.812500000009 36.0833333357362,139.825000000009 36.0833333357362,139.825000000009 36.0750000024026,139.812500000009 36.0750000024026)))
54390696	9362.83134937263	-4271	-83.90	MULTIPOLYGON(((139.825000000009 36.0750000024026,139.825000000009 36.0833333357362,139.837500000009 36.0833333357362,139.837500000009 36.0750000024026,139.825000000009 36.0750000024026)))
54390697	5528.65304679034	-3776	-215.56	MULTIPOLYGON(((139.837500000009 36.0750000024026,139.837500000009 36.0833333357362,139.85000000001 36.0833333357362,139.85000000001 36.0750000024026,139.837500000009 36.0750000024026)))
54390698	8708.11539622043	-3416	-64.55	MULTIPOLYGON(((139.85000000001 36.0750000024026,139.85000000001 36.0833333357362,139.86250000001 36.0833333357362,139.86250000001 36.0750000024026,139.85000000001 36.0750000024026)))
54390699	9117.93304556093	-4336	-90.71	MULTIPOLYGON(((139.86250000001 36.0750000024026,139.86250000001 36.0833333357362,139.87500000001 36.0833333357362,139.87500000001 36.0750000024026,139.86250000001 36.0750000024026)))
54390700	5930.18081583584	-1717	-40.75	MULTIPOLYGON(((139.875000000011 36.0000000024,139.875000000011 36.0083333357336,139.887500000011 36.0083333357336,139.887500000011 36.0000000024,139.875000000011 36.0000000024)))
54390701	9581.88332976881	-6575	-218.75	MULTIPOLYGON(((139.887500000011 36.0000000024,139.887500000011 36.0083333357336,139.900000000011 36.0083333357336,139.900000000011 36.0000000024,139.887500000011 36.0000000024)))
54390702	9119.87635918733	-3936	-75.95	MULTIPOLYGON(((139.900000000011 36.0000000024,139.900000000011 36.0083333357336,139.912500000011 36.0083333357336,139.912500000011 36.0000000024,139.900000000011 36.0000000024)))
54390703	4026.44965872913	-647	-19.16	MULTIPOLYGON(((139.912500000011 36.0000000024,139.912500000011 36.0083333357336,139.925000000011 36.0083333357336,139.925000000011 36.0000000024,139.912500000011 36.0000000024)))
54390704	7628.1087596836	-4126	-117.82	MULTIPOLYGON(((139.925000000011 36.0000000024,139.925000000011 36.0083333357336,139.937500000011 36.0083333357336,139.937500000011 36.0000000024,139.925000000011 36.0000000024)))
54390705	7305.29321566024	-5145	-238.20	MULTIPOLYGON(((139.937500000011 36.0000000024,139.937500000011 36.0083333357336,139.950000000011 36.0083333357336,139.950000000011 36.0000000024,139.937500000011 36.0000000024)))
54390706	7944.18261386083	-4523	-132.21	MULTIPOLYGON(((139.950000000011 36.0000000024,139.950000000011 36.0083333357336,139.962500000011 36.0083333357336,139.962500000011 36.0000000024,139.950000000011 36.0000000024)))
54390707	9440.40164407808	-4875	-106.79	MULTIPOLYGON(((139.962500000011 36.0000000024,139.962500000011 36.0083333357336,139.975000000011 36.0083333357336,139.975000000011 36.0000000024,139.962500000011 36.0000000024)))
54390708	12446.4054093375	-5619	-82.31	MULTIPOLYGON(((139.975000000011 36.0000000024,139.975000000011 36.0083333357336,139.987500000011 36.0083333357336,139.987500000011 36.0000000024,139.975000000011 36.0000000024)))
54390709	9112.79896232146	-2054	-29.11	MULTIPOLYGON(((139.987500000011 36.0000000024,139.987500000011 36.0083333357336,140.000000000011 36.0083333357336,140.000000000011 36.0000000024,139.987500000011 36.0000000024)))
54390710	7168.93732613476	-4302	-150.13	MULTIPOLYGON(((139.875000000011 36.0083333357336,139.875000000011 36.0166666690672,139.887500000011 36.0166666690672,139.887500000011 36.0083333357336,139.875000000011 36.0083333357336)))
54390711	8853.37113775115	-6384	-258.58	MULTIPOLYGON(((139.887500000011 36.0083333357336,139.887500000011 36.0166666690672,139.900000000011 36.0166666690672,139.900000000011 36.0083333357336,139.887500000011 36.0083333357336)))
54390712	9247.841476318	-4949	-115.16	MULTIPOLYGON(((139.900000000011 36.0083333357336,139.900000000011 36.0166666690672,139.912500000011 36.0166666690672,139.912500000011 36.0083333357336,139.900000000011 36.0083333357336)))
54390713	2845.10210110183	-960	-50.93	MULTIPOLYGON(((139.912500000011 36.0083333357336,139.912500000011 36.0166666690672,139.925000000011 36.0166666690672,139.925000000011 36.0083333357336,139.912500000011 36.0083333357336)))
54390714	6708.71574767376	-1721	-34.52	MULTIPOLYGON(((139.925000000011 36.0083333357336,139.925000000011 36.0166666690672,139.937500000011 36.0166666690672,139.937500000011 36.0083333357336,139.925000000011 36.0083333357336)))
54390715	6343.08360688751	-2832	-80.66	MULTIPOLYGON(((139.937500000011 36.0083333357336,139.937500000011 36.0166666690672,139.950000000011 36.0166666690672,139.950000000011 36.0083333357336,139.937500000011 36.0083333357336)))
54390716	10689.8372884382	-3898	-57.41	MULTIPOLYGON(((139.950000000011 36.0083333357336,139.950000000011 36.0166666690672,139.962500000011 36.0166666690672,139.962500000011 36.0083333357336,139.950000000011 36.0083333357336)))
54390717	12367.8076271562	-7818	-171.87	MULTIPOLYGON(((139.962500000011 36.0083333357336,139.962500000011 36.0166666690672,139.975000000011 36.0166666690672,139.975000000011 36.0083333357336,139.962500000011 36.0083333357336)))
54390718	13353.9426657811	-6254	-88.11	MULTIPOLYGON(((139.975000000011 36.0083333357336,139.975000000011 36.0166666690672,139.987500000011 36.0166666690672,139.987500000011 36.0083333357336,139.975000000011 36.0083333357336)))
54390719	16990.442244052	-4850	-39.95	MULTIPOLYGON(((139.987500000011 36.0083333357336,139.987500000011 36.0166666690672,140.000000000011 36.0166666690672,140.000000000011 36.0083333357336,139.987500000011 36.0083333357336)))
54390720	11637.8305752574	-5406	-86.77	MULTIPOLYGON(((139.875000000011 36.0166666690672,139.875000000011 36.0250000024009,139.887500000011 36.0250000024009,139.887500000011 36.0166666690672,139.875000000011 36.0166666690672)))
54390721	8461.97031060825	-4053	-91.96	MULTIPOLYGON(((139.887500000011 36.0166666690672,139.887500000011 36.0250000024009,139.900000000011 36.0250000024009,139.900000000011 36.0166666690672,139.887500000011 36.0166666690672)))
54390722	8335.92710320215	-3769	-82.56	MULTIPOLYGON(((139.900000000011 36.0166666690672,139.900000000011 36.0250000024009,139.912500000011 36.0250000024009,139.912500000011 36.0166666690672,139.900000000011 36.0166666690672)))
54390723	4395.043969484	-1430	-48.23	MULTIPOLYGON(((139.912500000011 36.0166666690672,139.912500000011 36.0250000024009,139.925000000011 36.0250000024009,139.925000000011 36.0166666690672,139.912500000011 36.0166666690672)))
54390724	7835.75925616312	-4499	-134.88	MULTIPOLYGON(((139.925000000011 36.0166666690672,139.925000000011 36.0250000024009,139.937500000011 36.0250000024009,139.937500000011 36.0166666690672,139.925000000011 36.0166666690672)))
54390725	6179.18363119033	-3453	-126.67	MULTIPOLYGON(((139.937500000011 36.0166666690672,139.937500000011 36.0250000024009,139.950000000011 36.0250000024009,139.950000000011 36.0166666690672,139.937500000011 36.0166666690672)))
54390726	10065.1793247085	-6110	-154.49	MULTIPOLYGON(((139.950000000011 36.0166666690672,139.950000000011 36.0250000024009,139.962500000011 36.0250000024009,139.962500000011 36.0166666690672,139.950000000011 36.0166666690672)))
54390727	9070.40452985183	-4571	-101.60	MULTIPOLYGON(((139.962500000011 36.0166666690672,139.962500000011 36.0250000024009,139.975000000011 36.0250000024009,139.975000000011 36.0166666690672,139.962500000011 36.0166666690672)))
54390728	13033.0279555856	-5472	-72.37	MULTIPOLYGON(((139.975000000011 36.0166666690672,139.975000000011 36.0250000024009,139.987500000011 36.0250000024009,139.987500000011 36.0166666690672,139.975000000011 36.0166666690672)))
54390729	22621.2597210717	-6690	-41.99	MULTIPOLYGON(((139.987500000011 36.0166666690672,139.987500000011 36.0250000024009,140.000000000011 36.0250000024009,140.000000000011 36.0166666690672,139.987500000011 36.0166666690672)))
54390730	12546.2087706471	-4450	-54.96	MULTIPOLYGON(((139.875000000011 36.0250000024009,139.875000000011 36.0333333357345,139.887500000011 36.0333333357345,139.887500000011 36.0250000024009,139.875000000011 36.0250000024009)))
54390731	3847.58969970109	-2632	-216.67	MULTIPOLYGON(((139.887500000011 36.0250000024009,139.887500000011 36.0333333357345,139.900000000011 36.0333333357345,139.900000000011 36.0250000024009,139.887500000011 36.0250000024009)))
54390732	6710.09668244934	-2925	-77.28	MULTIPOLYGON(((139.900000000011 36.0250000024009,139.900000000011 36.0333333357345,139.912500000011 36.0333333357345,139.912500000011 36.0250000024009,139.900000000011 36.0250000024009)))
54390733	7044.12308947135	-4626	-191.32	MULTIPOLYGON(((139.912500000011 36.0250000024009,139.912500000011 36.0333333357345,139.925000000011 36.0333333357345,139.925000000011 36.0250000024009,139.912500000011 36.0250000024009)))
54390734	4819.29178213381	-3572	-286.47	MULTIPOLYGON(((139.925000000011 36.0250000024009,139.925000000011 36.0333333357345,139.937500000011 36.0333333357345,139.937500000011 36.0250000024009,139.925000000011 36.0250000024009)))
54390735	7674.96395800816	-5442	-243.86	MULTIPOLYGON(((139.937500000011 36.0250000024009,139.937500000011 36.0333333357345,139.950000000011 36.0333333357345,139.950000000011 36.0250000024009,139.937500000011 36.0250000024009)))
54390736	6916.76851844223	-686	-11.02	MULTIPOLYGON(((139.950000000011 36.0250000024009,139.950000000011 36.0333333357345,139.962500000011 36.0333333357345,139.962500000011 36.0250000024009,139.950000000011 36.0250000024009)))
54390737	12257.4083980666	-4553	-59.10	MULTIPOLYGON(((139.962500000011 36.0250000024009,139.962500000011 36.0333333357345,139.975000000011 36.0333333357345,139.975000000011 36.0250000024009,139.962500000011 36.0250000024009)))
54390738	12774.4296188924	-9751	-322.57	MULTIPOLYGON(((139.975000000011 36.0250000024009,139.975000000011 36.0333333357345,139.987500000011 36.0333333357345,139.987500000011 36.0250000024009,139.975000000011 36.0250000024009)))
54390739	20402.9282807643	-10360	-103.17	MULTIPOLYGON(((139.987500000011 36.0250000024009,139.987500000011 36.0333333357345,140.000000000011 36.0333333357345,140.000000000011 36.0250000024009,139.987500000011 36.0250000024009)))
54390740	10053.9187282607	-3972	-65.33	MULTIPOLYGON(((139.875000000011 36.0333333357345,139.875000000011 36.0416666690681,139.887500000011 36.0416666690681,139.887500000011 36.0333333357345,139.875000000011 36.0333333357345)))
54390741	12849.7989971587	-7392	-135.47	MULTIPOLYGON(((139.887500000011 36.0333333357345,139.887500000011 36.0416666690681,139.900000000011 36.0416666690681,139.900000000011 36.0333333357345,139.887500000011 36.0333333357345)))
54390742	10258.7490302387	-6196	-152.55	MULTIPOLYGON(((139.900000000011 36.0333333357345,139.900000000011 36.0416666690681,139.912500000011 36.0416666690681,139.912500000011 36.0333333357345,139.900000000011 36.0333333357345)))
54390743	9677.73206256448	-5087	-110.84	MULTIPOLYGON(((139.912500000011 36.0333333357345,139.912500000011 36.0416666690681,139.925000000011 36.0416666690681,139.925000000011 36.0333333357345,139.912500000011 36.0333333357345)))
54390744	8265.57761595544	-3370	-68.85	MULTIPOLYGON(((139.925000000011 36.0333333357345,139.925000000011 36.0416666690681,139.937500000011 36.0416666690681,139.937500000011 36.0333333357345,139.925000000011 36.0333333357345)))
54390745	9823.70952929161	-6141	-166.80	MULTIPOLYGON(((139.937500000011 36.0333333357345,139.937500000011 36.0416666690681,139.950000000011 36.0416666690681,139.950000000011 36.0333333357345,139.937500000011 36.0333333357345)))
54390746	8329.88596514639	-1437	-20.86	MULTIPOLYGON(((139.950000000011 36.0333333357345,139.950000000011 36.0416666690681,139.962500000011 36.0416666690681,139.962500000011 36.0333333357345,139.950000000011 36.0333333357345)))
54390747	9568.70092730109	-2525	-35.86	MULTIPOLYGON(((139.962500000011 36.0333333357345,139.962500000011 36.0416666690681,139.975000000011 36.0416666690681,139.975000000011 36.0333333357345,139.962500000011 36.0333333357345)))
54390748	12577.2378312876	-6788	-117.26	MULTIPOLYGON(((139.975000000011 36.0333333357345,139.975000000011 36.0416666690681,139.987500000011 36.0416666690681,139.987500000011 36.0333333357345,139.975000000011 36.0333333357345)))
54390749	15955.1149860237	-6374	-66.52	MULTIPOLYGON(((139.987500000011 36.0333333357345,139.987500000011 36.0416666690681,140.000000000011 36.0416666690681,140.000000000011 36.0333333357345,139.987500000011 36.0333333357345)))
54390750	12590.5489095017	-2910	-30.06	MULTIPOLYGON(((139.875000000011 36.0416666690681,139.875000000011 36.0500000024017,139.887500000011 36.0500000024017,139.887500000011 36.0416666690681,139.875000000011 36.0416666690681)))
54390751	12867.7434215591	-2951	-29.76	MULTIPOLYGON(((139.887500000011 36.0416666690681,139.887500000011 36.0500000024017,139.900000000011 36.0500000024017,139.900000000011 36.0416666690681,139.887500000011 36.0416666690681)))
54390752	7566.3642738088	-4819	-175.44	MULTIPOLYGON(((139.900000000011 36.0416666690681,139.900000000011 36.0500000024017,139.912500000011 36.0500000024017,139.912500000011 36.0416666690681,139.900000000011 36.0416666690681)))
54390753	8356.51433682147	-3702	-79.55	MULTIPOLYGON(((139.912500000011 36.0416666690681,139.912500000011 36.0500000024017,139.925000000011 36.0500000024017,139.925000000011 36.0416666690681,139.912500000011 36.0416666690681)))
54390754	8138.07117829602	-2606	-47.10	MULTIPOLYGON(((139.925000000011 36.0416666690681,139.925000000011 36.0500000024017,139.937500000011 36.0500000024017,139.937500000011 36.0416666690681,139.925000000011 36.0416666690681)))
54390755	9937.47246864036	-6336	-175.96	MULTIPOLYGON(((139.937500000011 36.0416666690681,139.937500000011 36.0500000024017,139.950000000011 36.0500000024017,139.950000000011 36.0416666690681,139.937500000011 36.0416666690681)))
54390756	8639.29444684176	-1785	-26.04	MULTIPOLYGON(((139.950000000011 36.0416666690681,139.950000000011 36.0500000024017,139.962500000011 36.0500000024017,139.962500000011 36.0416666690681,139.950000000011 36.0416666690681)))
54390757	5608.25237610609	-1833	-48.56	MULTIPOLYGON(((139.962500000011 36.0416666690681,139.962500000011 36.0500000024017,139.975000000011 36.0500000024017,139.975000000011 36.0416666690681,139.962500000011 36.0416666690681)))
54390758	11325.0115212778	-9368	-478.69	MULTIPOLYGON(((139.975000000011 36.0416666690681,139.975000000011 36.0500000024017,139.987500000011 36.0500000024017,139.987500000011 36.0416666690681,139.975000000011 36.0416666690681)))
54390759	13172.7923959778	-5306	-67.46	MULTIPOLYGON(((139.987500000011 36.0416666690681,139.987500000011 36.0500000024017,140.000000000011 36.0500000024017,140.000000000011 36.0416666690681,139.987500000011 36.0416666690681)))
54390760	14032.2162088482	-5777	-69.98	MULTIPOLYGON(((139.875000000011 36.0500000024017,139.875000000011 36.0583333357354,139.887500000011 36.0583333357354,139.887500000011 36.0500000024017,139.875000000011 36.0500000024017)))
54390761	8322.87250882137	-4675	-128.21	MULTIPOLYGON(((139.887500000011 36.0500000024017,139.887500000011 36.0583333357354,139.900000000011 36.0583333357354,139.900000000011 36.0500000024017,139.887500000011 36.0500000024017)))
54390762	7525.35087745986	-4962	-193.61	MULTIPOLYGON(((139.900000000011 36.0500000024017,139.900000000011 36.0583333357354,139.912500000011 36.0583333357354,139.912500000011 36.0500000024017,139.900000000011 36.0500000024017)))
54390763	8283.26196822433	-1955	-30.89	MULTIPOLYGON(((139.912500000011 36.0500000024017,139.912500000011 36.0583333357354,139.925000000011 36.0583333357354,139.925000000011 36.0500000024017,139.912500000011 36.0500000024017)))
54390764	8041.70957681372	-5003	-164.70	MULTIPOLYGON(((139.925000000011 36.0500000024017,139.925000000011 36.0583333357354,139.937500000011 36.0583333357354,139.937500000011 36.0500000024017,139.925000000011 36.0500000024017)))
54390765	3367.94689926801	328	8.87	MULTIPOLYGON(((139.937500000011 36.0500000024017,139.937500000011 36.0583333357354,139.950000000011 36.0583333357354,139.950000000011 36.0500000024017,139.937500000011 36.0500000024017)))
54390766	8200.22763046344	-1898	-30.12	MULTIPOLYGON(((139.950000000011 36.0500000024017,139.950000000011 36.0583333357354,139.962500000011 36.0583333357354,139.962500000011 36.0500000024017,139.950000000011 36.0500000024017)))
54390767	5724.3211734063	-936	-19.55	MULTIPOLYGON(((139.962500000011 36.0500000024017,139.962500000011 36.0583333357354,139.975000000011 36.0583333357354,139.975000000011 36.0500000024017,139.962500000011 36.0500000024017)))
54390768	11433.1047204309	-6380	-126.26	MULTIPOLYGON(((139.975000000011 36.0500000024017,139.975000000011 36.0583333357354,139.987500000011 36.0583333357354,139.987500000011 36.0500000024017,139.975000000011 36.0500000024017)))
54390769	8636.48493261135	-4361	-102.02	MULTIPOLYGON(((139.987500000011 36.0500000024017,139.987500000011 36.0583333357354,140.000000000011 36.0583333357354,140.000000000011 36.0500000024017,139.987500000011 36.0500000024017)))
54390770	11997.7553828364	-6011	-100.43	MULTIPOLYGON(((139.875000000011 36.0583333357353,139.875000000011 36.066666669069,139.887500000011 36.066666669069,139.887500000011 36.0583333357353,139.875000000011 36.0583333357353)))
54390771	12115.2535913107	-7270	-150.05	MULTIPOLYGON(((139.887500000011 36.0583333357353,139.887500000011 36.066666669069,139.900000000011 36.066666669069,139.900000000011 36.0583333357353,139.887500000011 36.0583333357353)))
54390772	10776.9992533844	-5851	-118.82	MULTIPOLYGON(((139.900000000011 36.0583333357353,139.900000000011 36.066666669069,139.912500000011 36.066666669069,139.912500000011 36.0583333357353,139.900000000011 36.0583333357353)))
54390773	8123.62508134029	-6228	-328.68	MULTIPOLYGON(((139.912500000011 36.0583333357353,139.912500000011 36.066666669069,139.925000000011 36.066666669069,139.925000000011 36.0583333357353,139.912500000011 36.0583333357353)))
54390774	5217.20114803752	-1617	-44.92	MULTIPOLYGON(((139.925000000011 36.0583333357353,139.925000000011 36.066666669069,139.937500000011 36.066666669069,139.937500000011 36.0583333357353,139.925000000011 36.0583333357353)))
54390775	3824.60579659784	-932	-32.24	MULTIPOLYGON(((139.937500000011 36.0583333357353,139.937500000011 36.066666669069,139.950000000011 36.066666669069,139.950000000011 36.0583333357353,139.937500000011 36.0583333357353)))
54390776	6090.00729779255	-593	-10.78	MULTIPOLYGON(((139.950000000011 36.0583333357353,139.950000000011 36.066666669069,139.962500000011 36.066666669069,139.962500000011 36.0583333357353,139.950000000011 36.0583333357353)))
54390777	7017.62647129459	-3062	-77.43	MULTIPOLYGON(((139.962500000011 36.0583333357353,139.962500000011 36.066666669069,139.975000000011 36.066666669069,139.975000000011 36.0583333357353,139.962500000011 36.0583333357353)))
54390778	13291.3022201356	-8515	-178.29	MULTIPOLYGON(((139.975000000011 36.0583333357353,139.975000000011 36.066666669069,139.987500000011 36.066666669069,139.987500000011 36.0583333357353,139.975000000011 36.0583333357353)))
54390779	7818.28477710171	-3264	-71.67	MULTIPOLYGON(((139.987500000011 36.0583333357353,139.987500000011 36.066666669069,140.000000000011 36.066666669069,140.000000000011 36.0583333357353,139.987500000011 36.0583333357353)))
54390780	8774.44839269765	-3027	-52.67	MULTIPOLYGON(((139.875000000011 36.066666669069,139.875000000011 36.0750000024026,139.887500000011 36.0750000024026,139.887500000011 36.066666669069,139.875000000011 36.066666669069)))
54390781	7599.66913182201	-4320	-131.76	MULTIPOLYGON(((139.887500000011 36.066666669069,139.887500000011 36.0750000024026,139.900000000011 36.0750000024026,139.900000000011 36.066666669069,139.887500000011 36.066666669069)))
54390782	5770.83124468824	-3594	-165.20	MULTIPOLYGON(((139.900000000011 36.066666669069,139.900000000011 36.0750000024026,139.912500000011 36.0750000024026,139.912500000011 36.066666669069,139.900000000011 36.066666669069)))
54390783	10754.1655842269	-7037	-189.32	MULTIPOLYGON(((139.912500000011 36.066666669069,139.912500000011 36.0750000024026,139.925000000011 36.0750000024026,139.925000000011 36.066666669069,139.912500000011 36.066666669069)))
