mesh_code_3rd	osm_road_length	diff_length	diff_percentage	wkt
54397139	1669.09507089731	-1104	-195.41	MULTIPOLYGON(((139.237500000002 36.6083333357609,139.237500000002 36.6166666690946,139.250000000002 36.6166666690946,139.250000000002 36.6083333357609,139.237500000002 36.6083333357609)))
54397140	9925.48509791643	-7506	-310.31	MULTIPOLYGON(((139.125000000002 36.6166666690946,139.125000000002 36.6250000024282,139.137500000002 36.6250000024282,139.137500000002 36.6166666690946,139.125000000002 36.6166666690946)))
54397141	8529.01779726691	-5694	-200.84	MULTIPOLYGON(((139.137500000002 36.6166666690946,139.137500000002 36.6250000024282,139.150000000002 36.6250000024282,139.150000000002 36.6166666690946,139.137500000002 36.6166666690946)))
54397143	2849.52228788075	-1797	-170.86	MULTIPOLYGON(((139.162500000002 36.6166666690946,139.162500000002 36.6250000024282,139.175000000002 36.6250000024282,139.175000000002 36.6166666690946,139.162500000002 36.6166666690946)))
54397145	3080.99319105846	-1430	-86.72	MULTIPOLYGON(((139.187500000002 36.6166666690946,139.187500000002 36.6250000024282,139.200000000002 36.6250000024282,139.200000000002 36.6166666690946,139.187500000002 36.6166666690946)))
54397148	2388.9848486078	-1028	-75.66	MULTIPOLYGON(((139.225000000002 36.6166666690946,139.225000000002 36.6250000024282,139.237500000002 36.6250000024282,139.237500000002 36.6166666690946,139.225000000002 36.6166666690946)))
54397150	6255.22403236687	-3690	-143.86	MULTIPOLYGON(((139.125000000002 36.6250000024282,139.125000000002 36.6333333357618,139.137500000002 36.6333333357618,139.137500000002 36.6250000024282,139.125000000002 36.6250000024282)))
54397151	10528.0698749883	-7180	-214.45	MULTIPOLYGON(((139.137500000002 36.6250000024282,139.137500000002 36.6333333357618,139.150000000002 36.6333333357618,139.150000000002 36.6250000024282,139.137500000002 36.6250000024282)))
54397152	6480.75880835802	-6206	-2265.24	MULTIPOLYGON(((139.150000000002 36.6250000024282,139.150000000002 36.6333333357618,139.162500000002 36.6333333357618,139.162500000002 36.6250000024282,139.150000000002 36.6250000024282)))
54397153	3441.13140698815	-260	-8.17	MULTIPOLYGON(((139.162500000002 36.6250000024282,139.162500000002 36.6333333357618,139.175000000002 36.6333333357618,139.175000000002 36.6250000024282,139.162500000002 36.6250000024282)))
54397154	2596.95204981883	-1277	-96.88	MULTIPOLYGON(((139.175000000002 36.6250000024282,139.175000000002 36.6333333357618,139.187500000002 36.6333333357618,139.187500000002 36.6250000024282,139.175000000002 36.6250000024282)))
54397155	2062.22505178846	-1671	-427.42	MULTIPOLYGON(((139.187500000002 36.6250000024282,139.187500000002 36.6333333357618,139.200000000002 36.6333333357618,139.200000000002 36.6250000024282,139.187500000002 36.6250000024282)))
54397158	1135.49315125973	-13	-1.20	MULTIPOLYGON(((139.225000000002 36.6250000024282,139.225000000002 36.6333333357618,139.237500000002 36.6333333357618,139.237500000002 36.6250000024282,139.225000000002 36.6250000024282)))
54397159	345.036037632445	13	3.88	MULTIPOLYGON(((139.237500000002 36.6250000024282,139.237500000002 36.6333333357618,139.250000000002 36.6333333357618,139.250000000002 36.6250000024282,139.237500000002 36.6250000024282)))
54397160	12955.067973559	-9036	-230.57	MULTIPOLYGON(((139.125000000002 36.6333333357618,139.125000000002 36.6416666690954,139.137500000002 36.6416666690954,139.137500000002 36.6333333357618,139.125000000002 36.6333333357618)))
54397161	8232.74149847815	-3482	-73.32	MULTIPOLYGON(((139.137500000002 36.6333333357618,139.137500000002 36.6416666690954,139.150000000002 36.6416666690954,139.150000000002 36.6333333357618,139.137500000002 36.6333333357618)))
54397162	5707.22312104379	-1489	-35.30	MULTIPOLYGON(((139.150000000002 36.6333333357618,139.150000000002 36.6416666690954,139.162500000002 36.6416666690954,139.162500000002 36.6333333357618,139.150000000002 36.6333333357618)))
54397163	3667.99637609203	-609	-19.94	MULTIPOLYGON(((139.162500000002 36.6333333357618,139.162500000002 36.6416666690954,139.175000000002 36.6416666690954,139.175000000002 36.6333333357618,139.162500000002 36.6333333357618)))
54397164	5212.26117873143	-1417	-37.34	MULTIPOLYGON(((139.175000000002 36.6333333357618,139.175000000002 36.6416666690954,139.187500000002 36.6416666690954,139.187500000002 36.6333333357618,139.175000000002 36.6333333357618)))
54397165	1330.55981724003	-17	-1.33	MULTIPOLYGON(((139.187500000002 36.6333333357618,139.187500000002 36.6416666690954,139.200000000002 36.6416666690954,139.200000000002 36.6333333357618,139.187500000002 36.6333333357618)))
54397168	2379.2219164959	-1723	-262.68	MULTIPOLYGON(((139.225000000002 36.6333333357618,139.225000000002 36.6416666690954,139.237500000002 36.6416666690954,139.237500000002 36.6333333357618,139.225000000002 36.6333333357618)))
54397170	7258.12015679085	-6837	-1624.01	MULTIPOLYGON(((139.125000000002 36.6416666690954,139.125000000002 36.650000002429,139.137500000002 36.650000002429,139.137500000002 36.6416666690954,139.125000000002 36.6416666690954)))
54397171	3744.34532382463	-2618	-232.53	MULTIPOLYGON(((139.137500000002 36.6416666690954,139.137500000002 36.650000002429,139.150000000002 36.650000002429,139.150000000002 36.6416666690954,139.137500000002 36.6416666690954)))
54397172	6138.82746491877	-854	-16.17	MULTIPOLYGON(((139.150000000002 36.6416666690954,139.150000000002 36.650000002429,139.162500000002 36.650000002429,139.162500000002 36.6416666690954,139.150000000002 36.6416666690954)))
54397173	1920.32158656126	-1034	-116.74	MULTIPOLYGON(((139.162500000002 36.6416666690954,139.162500000002 36.650000002429,139.175000000002 36.650000002429,139.175000000002 36.6416666690954,139.162500000002 36.6416666690954)))
54397174	1727.44745835756	-766	-79.75	MULTIPOLYGON(((139.175000000002 36.6416666690954,139.175000000002 36.650000002429,139.187500000002 36.650000002429,139.187500000002 36.6416666690954,139.175000000002 36.6416666690954)))
54397175	330.720428732936	4	1.27	MULTIPOLYGON(((139.187500000002 36.6416666690954,139.187500000002 36.650000002429,139.200000000002 36.650000002429,139.200000000002 36.6416666690954,139.187500000002 36.6416666690954)))
54397176	2431.31523572295	-1213	-99.61	MULTIPOLYGON(((139.200000000002 36.6416666690954,139.200000000002 36.650000002429,139.212500000002 36.650000002429,139.212500000002 36.6416666690954,139.200000000002 36.6416666690954)))
54397180	7666.04578478268	-3165	-70.31	MULTIPOLYGON(((139.125000000002 36.650000002429,139.125000000002 36.6583333357627,139.137500000002 36.6583333357627,139.137500000002 36.650000002429,139.125000000002 36.650000002429)))
54397181	11926.4647043352	-5027	-72.87	MULTIPOLYGON(((139.137500000002 36.650000002429,139.137500000002 36.6583333357627,139.150000000002 36.6583333357627,139.150000000002 36.650000002429,139.137500000002 36.650000002429)))
54397182	10705.5428534881	-6099	-132.42	MULTIPOLYGON(((139.150000000002 36.650000002429,139.150000000002 36.6583333357627,139.162500000002 36.6583333357627,139.162500000002 36.650000002429,139.150000000002 36.650000002429)))
54397183	2566.47027766357	-1128	-78.47	MULTIPOLYGON(((139.162500000002 36.650000002429,139.162500000002 36.6583333357627,139.175000000002 36.6583333357627,139.175000000002 36.650000002429,139.162500000002 36.650000002429)))
54397184	3325.07089463344	-2024	-155.57	MULTIPOLYGON(((139.175000000002 36.650000002429,139.175000000002 36.6583333357627,139.187500000002 36.6583333357627,139.187500000002 36.650000002429,139.175000000002 36.650000002429)))
54397185	1369.70161022414	-1062	-346.15	MULTIPOLYGON(((139.187500000002 36.650000002429,139.187500000002 36.6583333357627,139.200000000002 36.6583333357627,139.200000000002 36.650000002429,139.187500000002 36.650000002429)))
54397186	2355.42217626864	-442	-23.12	MULTIPOLYGON(((139.200000000002 36.650000002429,139.200000000002 36.6583333357627,139.212500000002 36.6583333357627,139.212500000002 36.650000002429,139.200000000002 36.650000002429)))
54397190	13620.3562752889	-7274	-114.62	MULTIPOLYGON(((139.125000000002 36.6583333357627,139.125000000002 36.6666666690963,139.137500000002 36.6666666690963,139.137500000002 36.6583333357627,139.125000000002 36.6583333357627)))
54397191	10729.98651702	-6490	-153.12	MULTIPOLYGON(((139.137500000002 36.6583333357627,139.137500000002 36.6666666690963,139.150000000002 36.6666666690963,139.150000000002 36.6583333357627,139.137500000002 36.6583333357627)))
54397192	9763.25145896833	-5857	-149.95	MULTIPOLYGON(((139.150000000002 36.6583333357627,139.150000000002 36.6666666690963,139.162500000002 36.6666666690963,139.162500000002 36.6583333357627,139.150000000002 36.6583333357627)))
54397193	3678.57507769612	-1865	-102.89	MULTIPOLYGON(((139.162500000002 36.6583333357627,139.162500000002 36.6666666690963,139.175000000002 36.6666666690963,139.175000000002 36.6583333357627,139.162500000002 36.6583333357627)))
54397194	4572.99199117161	-2477	-118.28	MULTIPOLYGON(((139.175000000002 36.6583333357627,139.175000000002 36.6666666690963,139.187500000002 36.6666666690963,139.187500000002 36.6583333357627,139.175000000002 36.6583333357627)))
54397195	5274.80047663979	-2409	-84.11	MULTIPOLYGON(((139.187500000002 36.6583333357627,139.187500000002 36.6666666690963,139.200000000002 36.6666666690963,139.200000000002 36.6583333357627,139.187500000002 36.6583333357627)))
54397196	4730.8817489607	-1094	-30.11	MULTIPOLYGON(((139.200000000002 36.6583333357627,139.200000000002 36.6666666690963,139.212500000002 36.6666666690963,139.212500000002 36.6583333357627,139.200000000002 36.6583333357627)))
54397201	2352.31199885303	-1206	-105.26	MULTIPOLYGON(((139.262500000003 36.5833333357601,139.262500000003 36.5916666690937,139.275000000003 36.5916666690937,139.275000000003 36.5833333357601,139.262500000003 36.5833333357601)))
54397203	623.016320153675	-562	-921.33	MULTIPOLYGON(((139.287500000003 36.5833333357601,139.287500000003 36.5916666690937,139.300000000003 36.5916666690937,139.300000000003 36.5833333357601,139.287500000003 36.5833333357601)))
54397204	2453.62492472139	-849	-52.96	MULTIPOLYGON(((139.300000000003 36.5833333357601,139.300000000003 36.5916666690937,139.312500000003 36.5916666690937,139.312500000003 36.5833333357601,139.300000000003 36.5833333357601)))
54397205	2325.92025495144	-1426	-158.72	MULTIPOLYGON(((139.312500000003 36.5833333357601,139.312500000003 36.5916666690937,139.325000000003 36.5916666690937,139.325000000003 36.5833333357601,139.312500000003 36.5833333357601)))
54397206	2168.89375037712	-756	-53.60	MULTIPOLYGON(((139.325000000003 36.5833333357601,139.325000000003 36.5916666690937,139.337500000003 36.5916666690937,139.337500000003 36.5833333357601,139.325000000003 36.5833333357601)))
54397208	2567.30502107396	11	0.45	MULTIPOLYGON(((139.350000000003 36.5833333357601,139.350000000003 36.5916666690937,139.362500000003 36.5916666690937,139.362500000003 36.5833333357601,139.350000000003 36.5833333357601)))
54397209	2408.91694783086	-716	-42.37	MULTIPOLYGON(((139.362500000003 36.5833333357601,139.362500000003 36.5916666690937,139.375000000003 36.5916666690937,139.375000000003 36.5833333357601,139.362500000003 36.5833333357601)))
54397213	693.473103122513	750	51.97	MULTIPOLYGON(((139.287500000003 36.5916666690937,139.287500000003 36.6000000024273,139.300000000003 36.6000000024273,139.300000000003 36.5916666690937,139.287500000003 36.5916666690937)))
54397214	523.104981727578	-94	-21.93	MULTIPOLYGON(((139.300000000003 36.5916666690937,139.300000000003 36.6000000024273,139.312500000003 36.6000000024273,139.312500000003 36.5916666690937,139.300000000003 36.5916666690937)))
54397215	2837.00280967903	-1242	-77.86	MULTIPOLYGON(((139.312500000003 36.5916666690937,139.312500000003 36.6000000024273,139.325000000003 36.6000000024273,139.325000000003 36.5916666690937,139.312500000003 36.5916666690937)))
54397216	2238.36050615455	1	0.07	MULTIPOLYGON(((139.325000000003 36.5916666690937,139.325000000003 36.6000000024273,139.337500000003 36.6000000024273,139.337500000003 36.5916666690937,139.325000000003 36.5916666690937)))
54397217	2104.13666029824	-1721	-449.38	MULTIPOLYGON(((139.337500000003 36.5916666690937,139.337500000003 36.6000000024273,139.350000000003 36.6000000024273,139.350000000003 36.5916666690937,139.337500000003 36.5916666690937)))
54397218	37.5028826509349	-3	-10.30	MULTIPOLYGON(((139.350000000003 36.5916666690937,139.350000000003 36.6000000024273,139.362500000003 36.6000000024273,139.362500000003 36.5916666690937,139.350000000003 36.5916666690937)))
54397220	1255.80544031142	-23	-1.93	MULTIPOLYGON(((139.250000000003 36.6000000024273,139.250000000003 36.6083333357609,139.262500000003 36.6083333357609,139.262500000003 36.6000000024273,139.250000000003 36.6000000024273)))
54397221	2141.16841266005	-56	-2.69	MULTIPOLYGON(((139.262500000003 36.6000000024273,139.262500000003 36.6083333357609,139.275000000003 36.6083333357609,139.275000000003 36.6000000024273,139.262500000003 36.6000000024273)))
54397222	976.05330912295	1491	60.45	MULTIPOLYGON(((139.275000000003 36.6000000024273,139.275000000003 36.6083333357609,139.287500000003 36.6083333357609,139.287500000003 36.6000000024273,139.275000000003 36.6000000024273)))
54397223	2096.98305722868	-456	-27.86	MULTIPOLYGON(((139.287500000003 36.6000000024273,139.287500000003 36.6083333357609,139.300000000003 36.6083333357609,139.300000000003 36.6000000024273,139.287500000003 36.6000000024273)))
54397224	2424.32569727375	18	0.76	MULTIPOLYGON(((139.300000000003 36.6000000024273,139.300000000003 36.6083333357609,139.312500000003 36.6083333357609,139.312500000003 36.6000000024273,139.300000000003 36.6000000024273)))
54397226	1904.12759451121	27	1.44	MULTIPOLYGON(((139.325000000003 36.6000000024273,139.325000000003 36.6083333357609,139.337500000003 36.6083333357609,139.337500000003 36.6000000024273,139.325000000003 36.6000000024273)))
54397227	2194.87734372705	-429	-24.35	MULTIPOLYGON(((139.337500000003 36.6000000024273,139.337500000003 36.6083333357609,139.350000000003 36.6083333357609,139.350000000003 36.6000000024273,139.337500000003 36.6000000024273)))
54397230	3378.32885421509	-1151	-51.69	MULTIPOLYGON(((139.250000000003 36.6083333357609,139.250000000003 36.6166666690946,139.262500000003 36.6166666690946,139.262500000003 36.6083333357609,139.250000000003 36.6083333357609)))
54397231	482.610714343923	-16	-3.56	MULTIPOLYGON(((139.262500000003 36.6083333357609,139.262500000003 36.6166666690946,139.275000000003 36.6166666690946,139.275000000003 36.6083333357609,139.262500000003 36.6083333357609)))
54397232	1908.12032955186	-9	-0.48	MULTIPOLYGON(((139.275000000003 36.6083333357609,139.275000000003 36.6166666690946,139.287500000003 36.6166666690946,139.287500000003 36.6083333357609,139.275000000003 36.6083333357609)))
54397233	2430.44834419116	-1889	-349.25	MULTIPOLYGON(((139.287500000003 36.6083333357609,139.287500000003 36.6166666690946,139.300000000003 36.6166666690946,139.300000000003 36.6083333357609,139.287500000003 36.6083333357609)))
54397234	440.555157896162	11	2.53	MULTIPOLYGON(((139.300000000003 36.6083333357609,139.300000000003 36.6166666690946,139.312500000003 36.6166666690946,139.312500000003 36.6083333357609,139.300000000003 36.6083333357609)))
54397240	2050.33495926879	9	0.46	MULTIPOLYGON(((139.250000000003 36.6166666690946,139.250000000003 36.6250000024282,139.262500000003 36.6250000024282,139.262500000003 36.6166666690946,139.250000000003 36.6166666690946)))
54397241	2893.49313244971	-939	-48.08	MULTIPOLYGON(((139.262500000003 36.6166666690946,139.262500000003 36.6250000024282,139.275000000003 36.6250000024282,139.275000000003 36.6166666690946,139.262500000003 36.6166666690946)))
54397242	150.914007012239	15	9.08	MULTIPOLYGON(((139.275000000003 36.6166666690946,139.275000000003 36.6250000024282,139.287500000003 36.6250000024282,139.287500000003 36.6166666690946,139.275000000003 36.6166666690946)))
54397243	1869.07702974821	-1138	-155.68	MULTIPOLYGON(((139.287500000003 36.6166666690946,139.287500000003 36.6250000024282,139.300000000003 36.6250000024282,139.300000000003 36.6166666690946,139.287500000003 36.6166666690946)))
54397250	927.179570934632	10	1.15	MULTIPOLYGON(((139.250000000003 36.6250000024282,139.250000000003 36.6333333357618,139.262500000003 36.6333333357618,139.262500000003 36.6250000024282,139.250000000003 36.6250000024282)))
54397251	613.589996996512	-74	-13.83	MULTIPOLYGON(((139.262500000003 36.6250000024282,139.262500000003 36.6333333357618,139.275000000003 36.6333333357618,139.275000000003 36.6250000024282,139.262500000003 36.6250000024282)))
54397261	2608.45978087625	-1042	-66.56	MULTIPOLYGON(((139.262500000003 36.6333333357618,139.262500000003 36.6416666690954,139.275000000003 36.6416666690954,139.275000000003 36.6333333357618,139.262500000003 36.6333333357618)))
54397262	1680.26609904884	5	0.34	MULTIPOLYGON(((139.275000000003 36.6333333357618,139.275000000003 36.6416666690954,139.287500000003 36.6416666690954,139.287500000003 36.6333333357618,139.275000000003 36.6333333357618)))
54397263	158.978458200133	-2	-1.90	MULTIPOLYGON(((139.287500000003 36.6333333357618,139.287500000003 36.6416666690954,139.300000000003 36.6416666690954,139.300000000003 36.6333333357618,139.287500000003 36.6333333357618)))
54397300	1379.43821604366	-633	-84.91	MULTIPOLYGON(((139.375000000005 36.5833333357601,139.375000000005 36.5916666690937,139.387500000005 36.5916666690937,139.387500000005 36.5833333357601,139.375000000005 36.5833333357601)))
54397301	685.502391367212	-38	-5.95	MULTIPOLYGON(((139.387500000005 36.5833333357601,139.387500000005 36.5916666690937,139.400000000005 36.5916666690937,139.400000000005 36.5833333357601,139.387500000005 36.5833333357601)))
54397302	402.351472389205	-9	-2.37	MULTIPOLYGON(((139.400000000005 36.5833333357601,139.400000000005 36.5916666690937,139.412500000005 36.5916666690937,139.412500000005 36.5833333357601,139.400000000005 36.5833333357601)))
54397308	605.787834220724	1312	68.41	MULTIPOLYGON(((139.475000000005 36.5833333357601,139.475000000005 36.5916666690937,139.487500000005 36.5916666690937,139.487500000005 36.5833333357601,139.475000000005 36.5833333357601)))
54397309	517.09486917675	181	26.02	MULTIPOLYGON(((139.487500000005 36.5833333357601,139.487500000005 36.5916666690937,139.500000000005 36.5916666690937,139.500000000005 36.5833333357601,139.487500000005 36.5833333357601)))
54397312	1607.96446265772	-389	-32.01	MULTIPOLYGON(((139.400000000005 36.5916666690937,139.400000000005 36.6000000024273,139.412500000005 36.6000000024273,139.412500000005 36.5916666690937,139.400000000005 36.5916666690937)))
54397319	1540.05273967287	1183	43.46	MULTIPOLYGON(((139.487500000005 36.5916666690937,139.487500000005 36.6000000024273,139.500000000005 36.6000000024273,139.500000000005 36.5916666690937,139.487500000005 36.5916666690937)))
54397322	1580.98037581674	-520	-49.14	MULTIPOLYGON(((139.400000000005 36.6000000024273,139.400000000005 36.6083333357609,139.412500000005 36.6083333357609,139.412500000005 36.6000000024273,139.400000000005 36.6000000024273)))
54397328	3411.28581794649	-161	-4.96	MULTIPOLYGON(((139.475000000005 36.6000000024273,139.475000000005 36.6083333357609,139.487500000005 36.6083333357609,139.487500000005 36.6000000024273,139.475000000005 36.6000000024273)))
54397329	323.398891539151	2000	86.08	MULTIPOLYGON(((139.487500000005 36.6000000024273,139.487500000005 36.6083333357609,139.500000000005 36.6083333357609,139.500000000005 36.6000000024273,139.487500000005 36.6000000024273)))
54397332	2245.83944198126	110	4.67	MULTIPOLYGON(((139.400000000005 36.6083333357609,139.400000000005 36.6166666690946,139.412500000005 36.6166666690946,139.412500000005 36.6083333357609,139.400000000005 36.6083333357609)))
54397333	1588.05309769353	-601	-60.89	MULTIPOLYGON(((139.412500000005 36.6083333357609,139.412500000005 36.6166666690946,139.425000000005 36.6166666690946,139.425000000005 36.6083333357609,139.412500000005 36.6083333357609)))
54397336	485.009703206277	-39	-8.74	MULTIPOLYGON(((139.450000000005 36.6083333357609,139.450000000005 36.6166666690946,139.462500000005 36.6166666690946,139.462500000005 36.6083333357609,139.450000000005 36.6083333357609)))
54397337	3255.85855597331	-154	-4.99	MULTIPOLYGON(((139.462500000005 36.6083333357609,139.462500000005 36.6166666690946,139.475000000005 36.6166666690946,139.475000000005 36.6083333357609,139.462500000005 36.6083333357609)))
54397338	1635.47580038336	-29	-1.83	MULTIPOLYGON(((139.475000000005 36.6083333357609,139.475000000005 36.6166666690946,139.487500000005 36.6166666690946,139.487500000005 36.6083333357609,139.475000000005 36.6083333357609)))
54397340	1162.01848481228	-404	-53.30	MULTIPOLYGON(((139.375000000005 36.6166666690946,139.375000000005 36.6250000024282,139.387500000005 36.6250000024282,139.387500000005 36.6166666690946,139.375000000005 36.6166666690946)))
54397341	1866.11085574372	5	0.31	MULTIPOLYGON(((139.387500000005 36.6166666690946,139.387500000005 36.6250000024282,139.400000000005 36.6250000024282,139.400000000005 36.6166666690946,139.387500000005 36.6166666690946)))
54397342	995.145798940718	80	7.51	MULTIPOLYGON(((139.400000000005 36.6166666690946,139.400000000005 36.6250000024282,139.412500000005 36.6250000024282,139.412500000005 36.6166666690946,139.400000000005 36.6166666690946)))
54397343	1851.58226137224	-436	-30.85	MULTIPOLYGON(((139.412500000005 36.6166666690946,139.412500000005 36.6250000024282,139.425000000005 36.6250000024282,139.425000000005 36.6166666690946,139.412500000005 36.6166666690946)))
54397344	1341.80793936846	-132	-10.98	MULTIPOLYGON(((139.425000000005 36.6166666690946,139.425000000005 36.6250000024282,139.437500000005 36.6250000024282,139.437500000005 36.6166666690946,139.425000000005 36.6166666690946)))
54397346	3332.34939700332	156	4.48	MULTIPOLYGON(((139.450000000005 36.6166666690946,139.450000000005 36.6250000024282,139.462500000005 36.6250000024282,139.462500000005 36.6166666690946,139.450000000005 36.6166666690946)))
54397347	751.774480236738	-43	-6.18	MULTIPOLYGON(((139.462500000005 36.6166666690946,139.462500000005 36.6250000024282,139.475000000005 36.6250000024282,139.475000000005 36.6166666690946,139.462500000005 36.6166666690946)))
54397348	2164.38016512349	-714	-49.26	MULTIPOLYGON(((139.475000000005 36.6166666690946,139.475000000005 36.6250000024282,139.487500000005 36.6250000024282,139.487500000005 36.6166666690946,139.475000000005 36.6166666690946)))
54397349	631.091104107302	144	18.67	MULTIPOLYGON(((139.487500000005 36.6166666690946,139.487500000005 36.6250000024282,139.500000000005 36.6250000024282,139.500000000005 36.6166666690946,139.487500000005 36.6166666690946)))
54397350	1598.65616909056	-774	-94.01	MULTIPOLYGON(((139.375000000005 36.6250000024282,139.375000000005 36.6333333357618,139.387500000005 36.6333333357618,139.387500000005 36.6250000024282,139.375000000005 36.6250000024282)))
54397353	1465.93280162788	5	0.34	MULTIPOLYGON(((139.412500000005 36.6250000024282,139.412500000005 36.6333333357618,139.425000000005 36.6333333357618,139.425000000005 36.6250000024282,139.412500000005 36.6250000024282)))
54397354	3585.75781443963	-410	-12.93	MULTIPOLYGON(((139.425000000005 36.6250000024282,139.425000000005 36.6333333357618,139.437500000005 36.6333333357618,139.437500000005 36.6250000024282,139.425000000005 36.6250000024282)))
54397355	1325.42218032128	-199	-17.71	MULTIPOLYGON(((139.437500000005 36.6250000024282,139.437500000005 36.6333333357618,139.450000000005 36.6333333357618,139.450000000005 36.6250000024282,139.437500000005 36.6250000024282)))
54397356	1431.2378318963	97	6.39	MULTIPOLYGON(((139.450000000005 36.6250000024282,139.450000000005 36.6333333357618,139.462500000005 36.6333333357618,139.462500000005 36.6250000024282,139.450000000005 36.6250000024282)))
54397357	1692.46055532414	202	10.68	MULTIPOLYGON(((139.462500000005 36.6250000024282,139.462500000005 36.6333333357618,139.475000000005 36.6333333357618,139.475000000005 36.6250000024282,139.462500000005 36.6250000024282)))
54397358	572.668277407164	-1	-0.29	MULTIPOLYGON(((139.475000000005 36.6250000024282,139.475000000005 36.6333333357618,139.487500000005 36.6333333357618,139.487500000005 36.6250000024282,139.475000000005 36.6250000024282)))
54397359	973.189446124212	71	6.87	MULTIPOLYGON(((139.487500000005 36.6250000024282,139.487500000005 36.6333333357618,139.500000000005 36.6333333357618,139.500000000005 36.6250000024282,139.487500000005 36.6250000024282)))
54397363	1087.00781617201	0	0.09	MULTIPOLYGON(((139.412500000005 36.6333333357618,139.412500000005 36.6416666690954,139.425000000005 36.6416666690954,139.425000000005 36.6333333357618,139.412500000005 36.6333333357618)))
54397364	208.812805672575	-149	-253.92	MULTIPOLYGON(((139.425000000005 36.6333333357618,139.425000000005 36.6416666690954,139.437500000005 36.6416666690954,139.437500000005 36.6333333357618,139.425000000005 36.6333333357618)))
54397365	9019.4630789752	-151	-1.70	MULTIPOLYGON(((139.437500000005 36.6333333357618,139.437500000005 36.6416666690954,139.450000000005 36.6416666690954,139.450000000005 36.6333333357618,139.437500000005 36.6333333357618)))
54397366	2089.22346239462	-221	-11.84	MULTIPOLYGON(((139.450000000005 36.6333333357618,139.450000000005 36.6416666690954,139.462500000005 36.6416666690954,139.462500000005 36.6333333357618,139.450000000005 36.6333333357618)))
54397368	705.494383853334	0	0.07	MULTIPOLYGON(((139.475000000005 36.6333333357618,139.475000000005 36.6416666690954,139.487500000005 36.6416666690954,139.487500000005 36.6333333357618,139.475000000005 36.6333333357618)))
54397369	1462.83266506354	1786	54.97	MULTIPOLYGON(((139.487500000005 36.6333333357618,139.487500000005 36.6416666690954,139.500000000005 36.6416666690954,139.500000000005 36.6333333357618,139.487500000005 36.6333333357618)))
54397372	167.639391087675	2	1.38	MULTIPOLYGON(((139.400000000005 36.6416666690954,139.400000000005 36.650000002429,139.412500000005 36.650000002429,139.412500000005 36.6416666690954,139.400000000005 36.6416666690954)))
54397373	1428.20740747175	-87	-6.50	MULTIPOLYGON(((139.412500000005 36.6416666690954,139.412500000005 36.650000002429,139.425000000005 36.650000002429,139.425000000005 36.6416666690954,139.412500000005 36.6416666690954)))
54397375	3504.38999225492	-1747	-99.45	MULTIPOLYGON(((139.437500000005 36.6416666690954,139.437500000005 36.650000002429,139.450000000005 36.650000002429,139.450000000005 36.6416666690954,139.437500000005 36.6416666690954)))
54397376	3093.83342392023	3	0.10	MULTIPOLYGON(((139.450000000005 36.6416666690954,139.450000000005 36.650000002429,139.462500000005 36.650000002429,139.462500000005 36.6416666690954,139.450000000005 36.6416666690954)))
54397379	1325.75277434128	488	26.91	MULTIPOLYGON(((139.487500000005 36.6416666690954,139.487500000005 36.650000002429,139.500000000005 36.650000002429,139.500000000005 36.6416666690954,139.487500000005 36.6416666690954)))
54397382	1687.33840088309	1046	38.28	MULTIPOLYGON(((139.400000000005 36.650000002429,139.400000000005 36.6583333357627,139.412500000005 36.6583333357627,139.412500000005 36.650000002429,139.400000000005 36.650000002429)))
54397383	214.577668078906	0	0.19	MULTIPOLYGON(((139.412500000005 36.650000002429,139.412500000005 36.6583333357627,139.425000000005 36.6583333357627,139.425000000005 36.650000002429,139.412500000005 36.650000002429)))
54397385	1038.52652605652	-18	-1.81	MULTIPOLYGON(((139.437500000005 36.650000002429,139.437500000005 36.6583333357627,139.450000000005 36.6583333357627,139.450000000005 36.650000002429,139.437500000005 36.650000002429)))
54397386	1717.54468296165	-82	-5.04	MULTIPOLYGON(((139.450000000005 36.650000002429,139.450000000005 36.6583333357627,139.462500000005 36.6583333357627,139.462500000005 36.650000002429,139.450000000005 36.650000002429)))
54397389	74.9706850603129	-11	-19.00	MULTIPOLYGON(((139.487500000005 36.650000002429,139.487500000005 36.6583333357627,139.500000000005 36.6583333357627,139.500000000005 36.650000002429,139.487500000005 36.650000002429)))
54397392	190.308014650681	423	69.00	MULTIPOLYGON(((139.400000000005 36.6583333357627,139.400000000005 36.6666666690963,139.412500000005 36.6666666690963,139.412500000005 36.6583333357627,139.400000000005 36.6583333357627)))
54397393	2484.8774834289	-0	-0.03	MULTIPOLYGON(((139.412500000005 36.6583333357627,139.412500000005 36.6666666690963,139.425000000005 36.6666666690963,139.425000000005 36.6583333357627,139.412500000005 36.6583333357627)))
54397394	1423.5092375854	-18	-1.31	MULTIPOLYGON(((139.425000000005 36.6583333357627,139.425000000005 36.6666666690963,139.437500000005 36.6666666690963,139.437500000005 36.6583333357627,139.425000000005 36.6583333357627)))
54397395	4176.61077487132	26	0.62	MULTIPOLYGON(((139.437500000005 36.6583333357627,139.437500000005 36.6666666690963,139.450000000005 36.6666666690963,139.450000000005 36.6583333357627,139.437500000005 36.6583333357627)))
54397396	2078.04235424504	0	0.04	MULTIPOLYGON(((139.450000000005 36.6583333357627,139.450000000005 36.6666666690963,139.462500000005 36.6666666690963,139.462500000005 36.6583333357627,139.450000000005 36.6583333357627)))
